Course,Daytime/evening attendance,Previous qualification,Mjob,Fjob,Educational special needs,Debtor,Tuition fees up to date,sex,Scholarship holder,age,G1,G2,Target,famsize,Pstatus,guardian,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,famrel,health,absences,G3
12.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,19.0,14.1,14.1,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.2,7.4,14.4
12.0,1.0,1.0,10.0,7.0,0.0,0.0,1.0,0.0,1.0,20.0,12.396666666666668,12.94285714285714,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.4,4.4,13.0
12.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,18.0,15.014285714285714,16.0875,0.0,1.0,1.0,0.0,2.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.4,3.2,2.0,16.2
2.0,1.0,1.0,5.0,9.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.2,4.4,0.0,0.0
12.0,1.0,1.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,19.0,14.05,15.1,0.0,1.0,1.0,0.0,2.4,0.4,1.0,0.0,1.0,1.0,0.0,0.0,4.4,4.0,0.4,15.4
12.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,18.0,14.85,15.2,1.0,1.0,1.0,0.0,2.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.8,2.8,1.6,15.6
6.0,1.0,14.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,19.0,13.0,13.0,0.0,1.0,1.0,0.0,2.6,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.4,4.6,13.2
12.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,19.0,14.7875,15.8625,0.0,1.0,1.0,0.0,2.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.6,3.2,16.2
12.0,1.0,1.0,6.0,8.0,0.0,0.0,1.0,0.0,1.0,19.0,13.7,14.671428571428574,0.0,1.0,1.0,0.0,2.4,0.4,1.0,0.0,1.0,1.0,0.0,0.0,4.4,4.0,0.4,15.4
12.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,19.0,12.495714285714286,12.242857142857144,1.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.4,2.6,1.0,12.6
12.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,19.0,14.566666666666668,14.566666666666668,0.0,1.0,1.0,0.0,2.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.2,6.8,14.6
14.0,1.0,9.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,25.0,11.2,11.25,1.0,1.0,1.0,0.0,2.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,3.4,3.4,8.0,10.2
12.0,1.0,1.0,5.0,11.0,0.0,0.0,1.0,0.0,0.0,20.0,12.685714285714283,12.685714285714283,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,3.8,2.6,7.6,12.8
10.0,1.0,16.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,23.0,13.571428571428571,13.25,1.0,1.0,1.0,0.0,2.2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.4,7.6,13.8
5.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.2,0.0,0.0
3.0,0.0,1.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,27.0,11.0,11.166666666666666,0.0,1.0,1.0,0.0,1.8,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.8,3.0,8.8,9.2
12.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,18.0,14.445,14.445,0.0,1.0,1.0,0.0,3.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.0,4.2,14.6
16.0,1.0,1.0,6.0,11.0,0.0,1.0,1.0,0.0,0.0,18.0,13.6,11.75,0.0,1.0,1.0,0.0,2.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,3.6,3.6,4.8,12.0
3.0,0.0,15.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,23.0,14.0,14.625,1.0,1.0,1.0,0.0,2.2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.8,3.2,6.8,14.2
12.0,1.0,1.0,6.0,7.0,0.0,0.0,1.0,0.0,1.0,19.0,13.416666666666666,13.416666666666666,0.0,1.0,1.0,0.0,2.6,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.6,4.2,13.2
9.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,18.0,12.333333333333334,11.4,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.8,4.2,7.8,12.2
12.0,1.0,1.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,20.0,13.1,14.8125,0.0,1.0,1.0,0.0,2.2,0.8,1.0,0.0,1.0,1.0,0.0,0.0,4.4,3.0,4.4,14.8
14.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,18.0,13.2,12.8,0.0,1.0,1.0,0.0,2.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.4,1.8,13.4
12.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,19.0,14.75,14.75,0.0,1.0,1.0,0.0,2.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.2,6.8,14.6
10.0,1.0,14.0,9.0,9.0,0.0,0.0,1.0,0.0,1.0,19.0,13.142857142857142,14.333333333333334,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.6,4.6,14.0
16.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,19.0,12.5,12.5,0.0,1.0,1.0,0.0,2.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.4,2.6,13.0
6.0,1.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,18.0,13.75,14.857142857142858,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.4,3.2,1.2,15.4
10.0,1.0,1.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,18.0,12.4,13.0,0.0,1.0,1.0,0.0,1.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.8,3.0,3.4,13.8
15.0,1.0,1.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,18.0,13.333333333333334,12.0,0.0,1.0,1.0,0.0,2.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,3.8,3.6,2.8,12.4
16.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,28.0,11.727272727272728,12.0,1.0,1.0,1.0,0.0,2.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,3.4,3.4,8.0,11.2
11.0,1.0,1.0,6.0,10.0,0.0,0.0,1.0,0.0,0.0,19.0,12.5,14.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.2,4.6,14.0
2.0,1.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.2,0.0,0.0
12.0,1.0,1.0,5.0,10.0,0.0,0.0,1.0,0.0,1.0,19.0,13.533333333333331,13.614285714285714,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.2,5.2,14.0
5.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,20.0,13.166666666666666,12.666666666666666,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,3.8,2.6,7.6,12.8
11.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,19.0,13.2,11.0,0.0,1.0,1.0,0.0,2.2,0.6,1.0,0.0,1.0,1.0,0.0,0.0,3.8,2.6,18.2,11.8
5.0,1.0,1.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,21.0,12.2,12.6,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.6,5.6,12.4
16.0,1.0,1.0,10.0,5.0,0.0,0.0,1.0,0.0,1.0,19.0,13.428571428571429,14.857142857142858,0.0,1.0,1.0,0.0,2.4,0.4,1.0,0.0,1.0,1.0,0.0,0.0,4.4,4.0,0.4,15.4
5.0,1.0,1.0,10.0,4.0,0.0,0.0,1.0,0.0,1.0,18.0,12.714285714285714,12.625,0.0,1.0,1.0,0.0,2.4,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.8,2.2,13.0
8.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.2,0.0,0.0
14.0,1.0,1.0,10.0,6.0,0.0,0.0,1.0,0.0,1.0,19.0,13.666666666666666,13.666666666666666,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.6,6.2,14.2
15.0,1.0,1.0,18.0,16.0,0.0,1.0,1.0,0.0,0.0,20.0,11.0,13.166666666666666,0.0,1.0,1.0,0.0,2.4,0.2,1.0,0.0,1.0,1.0,0.0,0.0,3.6,2.4,6.4,12.4
16.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,11.4,13.333333333333334,0.0,1.0,1.0,0.0,1.6,0.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.4,13.6
2.0,1.0,1.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.2,4.4,0.0,0.0
8.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,18.0,12.0,12.0,0.0,1.0,1.0,0.0,2.2,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.4,3.0,5.0,13.6
15.0,1.0,1.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.2,4.4,0.0,0.0
10.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,18.0,11.0,11.666666666666666,0.0,1.0,1.0,0.0,2.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.4,1.2,12.4
15.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,20.0,12.0,11.571428571428571,1.0,1.0,1.0,0.0,2.8,0.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,15.2,11.4
12.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,19.0,13.308571428571428,12.55,0.0,1.0,1.0,0.0,2.4,0.2,1.0,0.0,1.0,1.0,0.0,0.0,3.6,3.8,6.8,13.0
16.0,1.0,1.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,21.0,13.666666666666666,10.666666666666666,1.0,1.0,1.0,0.0,2.2,0.8,1.0,0.0,1.0,1.0,0.0,0.0,3.8,2.6,20.6,11.2
14.0,1.0,3.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.2,0.0,0.0
11.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,18.0,12.2,11.25,0.0,1.0,1.0,0.0,2.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,4.2,6.6,12.2
15.0,1.0,1.0,6.0,4.0,0.0,0.0,1.0,0.0,1.0,20.0,12.666666666666666,12.833333333333334,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,3.8,2.6,7.6,12.8
12.0,1.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,1.0,19.0,14.07125,14.07125,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.2,7.4,14.4
6.0,1.0,6.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,22.0,14.25,13.2,1.0,1.0,1.0,0.0,2.4,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.6,6.4,13.8
8.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,1.0,1.0,0.0,1.4,1.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.2,1.6,1.0
16.0,1.0,1.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,18.0,12.0,10.25,0.0,1.0,1.0,0.0,2.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.2,10.6,11.0
9.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,21.0,11.166666666666666,10.571428571428571,0.0,1.0,1.0,0.0,1.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,3.6,2.4,7.4,10.6
10.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,19.0,13.0,11.6,0.0,1.0,1.0,0.0,2.4,0.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,14.0,12.0
2.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.2,0.0,0.0
12.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,14.901428571428571,14.901428571428571,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.8,6.0,14.8
12.0,1.0,1.0,9.0,9.0,0.0,1.0,1.0,0.0,1.0,18.0,12.65,12.445555555555554,0.0,1.0,1.0,0.0,2.6,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.4,3.4,3.2,12.8
17.0,0.0,16.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,10.6,1.0,1.0,1.0,0.0,2.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,3.4,3.4,8.0,10.2
6.0,1.0,1.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,20.0,12.4,12.666666666666666,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.6,5.6,12.4
4.0,1.0,14.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,19.0,12.0,12.666666666666666,0.0,1.0,1.0,0.0,2.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.8,3.2,13.4
12.0,1.0,1.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,19.0,12.135714285714286,13.328571428571427,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.8,2.4,3.4,13.8
12.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,20.0,12.62,12.5,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,3.8,2.6,7.6,12.8
17.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,25.0,10.666666666666666,11.333333333333334,0.0,1.0,1.0,0.0,2.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,3.4,3.4,8.0,10.2
12.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,19.0,13.766666666666666,14.051428571428572,0.0,1.0,1.0,0.0,2.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.8,2.0,3.8,14.4
12.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,19.0,13.11625,13.11625,0.0,1.0,1.0,0.0,2.6,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.6,4.2,13.2
5.0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.2,0.0,0.0
12.0,1.0,1.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,20.0,12.7,13.571428571428571,0.0,1.0,1.0,0.0,2.6,0.6,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.2,3.6,13.2
13.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,25.0,11.857142857142858,11.7,0.0,1.0,1.0,0.0,2.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,3.4,3.4,8.0,10.2
12.0,1.0,1.0,6.0,10.0,0.0,0.0,1.0,0.0,1.0,20.0,12.333333333333334,12.333333333333334,0.0,1.0,1.0,0.0,2.8,0.4,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.2,5.4,11.8
10.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,24.0,15.75,16.4,0.0,1.0,1.0,0.0,1.8,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.6,3.4,5.0,15.4
14.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,20.0,13.333333333333334,13.2,0.0,1.0,1.0,0.0,2.6,0.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.6,7.6,13.4
12.0,1.0,1.0,5.0,9.0,0.0,0.0,1.0,0.0,0.0,21.0,14.355555555555554,13.49375,0.0,1.0,1.0,0.0,2.4,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.6,6.4,13.8
4.0,1.0,14.0,10.0,10.0,0.0,1.0,1.0,0.0,1.0,19.0,13.0,13.0,0.0,1.0,1.0,0.0,2.6,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.4,4.6,13.2
15.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,19.0,12.833333333333334,13.5,0.0,1.0,1.0,0.0,2.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.2,2.2,13.6
14.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,21.0,13.2,13.0,0.0,1.0,1.0,0.0,2.6,0.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.6,7.6,13.4
12.0,1.0,3.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,28.0,17.005555555555556,16.582222222222224,0.0,1.0,1.0,0.0,2.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.6,3.8,7.6,14.8
10.0,1.0,1.0,10.0,10.0,0.0,1.0,0.0,0.0,1.0,19.0,10.6,11.0,0.0,1.0,1.0,0.0,2.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,3.8,3.6,6.4,10.8
9.0,1.0,1.0,10.0,7.0,0.0,0.0,1.0,0.0,1.0,18.0,14.0,13.6,0.0,1.0,1.0,0.0,3.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.4,4.6,14.6
12.0,1.0,1.0,6.0,9.0,0.0,0.0,1.0,0.0,1.0,18.0,12.114285714285714,12.114285714285714,0.0,1.0,1.0,0.0,2.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.4,2.6,13.6
12.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,0.0,1.0,18.0,13.05875,13.05875,0.0,1.0,1.0,0.0,2.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.2,1.8,13.4
12.0,1.0,1.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,22.0,13.285714285714286,13.285714285714286,0.0,1.0,1.0,0.0,2.4,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.4,3.2,3.6,13.8
9.0,1.0,1.0,32.0,36.0,0.0,0.0,1.0,0.0,0.0,19.0,11.0,10.666666666666666,0.0,1.0,1.0,0.0,1.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.0,5.4,11.0
12.0,1.0,1.0,10.0,6.0,0.0,0.0,1.0,0.0,1.0,18.0,14.071428571428571,15.1625,0.0,1.0,1.0,0.0,2.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.4,3.2,1.2,15.8
11.0,1.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.2,0.0,0.0
2.0,1.0,14.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,26.0,11.25,11.0,1.0,1.0,1.0,0.0,2.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,3.4,3.4,8.0,10.2
5.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,18.0,14.0,13.625,0.0,1.0,1.0,0.0,3.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.4,4.6,14.6
11.0,1.0,1.0,5.0,10.0,0.0,0.0,1.0,0.0,1.0,21.0,12.166666666666666,11.666666666666666,1.0,1.0,1.0,0.0,2.8,0.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.6,13.4,11.4
12.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,18.0,13.297142857142855,13.297142857142855,0.0,1.0,1.0,0.0,2.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.4,3.8,1.8,13.4
6.0,1.0,1.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,20.0,13.923076923076923,14.25,0.0,1.0,1.0,0.0,2.2,1.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.6,7.6,13.8
12.0,1.0,1.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,18.0,13.37,12.833333333333334,0.0,1.0,1.0,0.0,2.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.4,3.6,3.4,13.4
9.0,1.0,1.0,8.0,10.0,0.0,0.0,1.0,0.0,1.0,19.0,12.4,11.0,0.0,1.0,1.0,0.0,2.4,0.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,14.2,11.2
14.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,20.0,15.0,13.75,1.0,1.0,1.0,0.0,2.4,1.6,1.0,0.0,1.0,1.0,0.0,0.0,4.6,3.8,10.0,13.8
16.0,1.0,1.0,10.0,6.0,0.0,1.0,1.0,0.0,1.0,18.0,13.333333333333334,12.571428571428571,0.0,1.0,1.0,0.0,2.4,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.8,2.2,13.0
9.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,20.0,12.0,12.625,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.6,5.6,12.4
3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,13.4,12.2,0.0,1.0,1.0,0.0,2.6,0.8,1.0,0.0,1.0,1.0,0.0,0.0,3.8,3.0,15.6,13.0
2.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.2,4.4,0.0,0.0
17.0,0.0,1.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,21.0,11.5,11.4,0.0,1.0,1.0,0.0,2.6,0.2,1.0,0.0,1.0,1.0,0.0,0.0,3.4,2.8,8.8,11.6
16.0,1.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,12.0,12.166666666666666,0.0,1.0,1.0,0.0,1.6,0.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.4,4.4,13.4
12.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,18.0,13.485714285714284,13.485714285714284,0.0,1.0,1.0,0.0,2.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.2,3.4,1.8,13.2
5.0,1.0,1.0,5.0,6.0,1.0,0.0,1.0,0.0,1.0,18.0,12.0,11.285714285714286,0.0,1.0,1.0,0.0,2.2,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,5.0,8.6,11.8
2.0,1.0,1.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,1.2,1.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.2,0.0,0.0
9.0,1.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,19.0,10.333333333333334,14.428571428571429,0.0,1.0,1.0,0.0,2.2,0.2,1.0,0.0,1.0,1.0,0.0,0.0,3.4,2.2,5.2,13.6
12.0,1.0,1.0,10.0,5.0,0.0,0.0,1.0,0.0,0.0,19.0,12.94,13.76,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.6,4.6,14.0
12.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,19.0,13.258571428571427,13.258571428571427,0.0,1.0,1.0,0.0,2.4,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.2,4.6,13.2
9.0,1.0,1.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,19.0,12.25,12.0,0.0,1.0,1.0,0.0,2.4,0.4,1.0,0.0,1.0,1.0,0.0,0.0,4.6,2.8,3.6,13.2
11.0,1.0,1.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,11.666666666666666,10.0,1.0,1.0,1.0,0.0,1.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.4,3.4,9.8,10.4
11.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,21.0,13.571428571428571,12.5,0.0,1.0,1.0,0.0,2.4,0.8,1.0,0.0,1.0,1.0,0.0,0.0,3.8,3.4,7.6,13.2
15.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,20.0,11.8,11.833333333333334,0.0,1.0,1.0,0.0,2.8,0.2,1.0,0.0,1.0,1.0,0.0,0.0,4.2,2.6,7.2,11.8
9.0,1.0,1.0,4.0,10.0,0.0,0.0,1.0,0.0,1.0,20.0,14.2,13.285714285714286,0.0,1.0,1.0,0.0,2.6,1.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.2,10.4,13.4
17.0,0.0,12.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,41.0,11.0,11.8,0.0,1.0,1.0,0.0,1.6,2.6,1.0,0.0,1.0,1.0,0.0,0.0,4.6,2.8,10.4,8.4
12.0,1.0,15.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,32.0,13.625,12.6375,0.0,1.0,1.0,0.0,2.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,4.6,4.0,5.6,11.8
12.0,1.0,1.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,18.0,14.652857142857142,14.652857142857142,0.0,1.0,1.0,0.0,2.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.6,1.6,2.8,14.8
