Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,Basic Education,1,1,126.0,1,3,1,2,5,116.9,1,1,0,1,0,0,18,0,0,7,10,6,10.67,0,0,7,12,6,12.83,0,13.9,-0.3,0.79,Enrolled
1,7,3,Journalism and Communication,1,3,130.0,1,19,37,90,5,130.0,0,0,1,0,0,0,27,0,1,5,6,2,11.5,0,0,5,5,1,11.0,0,12.7,3.7,-1.7,Dropout
1,39,1,Oral Hygiene,1,19,100.0,1,37,38,9,9,120.0,0,0,0,1,0,0,29,0,0,7,9,1,10.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1,17,1,Tourism,1,1,122.0,1,1,19,4,3,130.4,1,0,0,1,0,0,18,0,0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,Graduate
1,17,1,Communication Design,1,1,126.0,1,19,38,9,7,118.7,0,0,0,1,0,0,18,0,0,6,7,5,11.8,0,0,6,6,6,12.67,0,16.2,0.3,-0.92,Graduate
1,17,1,Nursing,1,1,128.0,1,38,38,7,7,131.5,0,0,0,1,0,0,18,0,0,8,8,8,12.77,0,0,8,8,8,12.77,0,9.4,-0.8,-3.12,Graduate
1,17,3,Veterinary Nursing,1,1,134.0,1,37,38,9,9,120.4,1,0,0,1,0,0,20,0,0,5,13,3,11.33,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,Enrolled
1,17,2,Tourism,1,1,128.0,1,38,38,9,9,129.1,1,0,0,1,0,0,18,0,0,6,6,6,12.67,0,0,6,7,5,14.6,0,11.1,0.6,2.02,Graduate
1,1,1,Communication Design,1,1,125.0,1,1,1,4,4,132.0,0,0,0,0,0,0,18,0,1,6,10,5,12.2,1,0,6,11,4,10.83,0,13.9,-0.3,0.79,Enrolled
1,7,2,Veterinary Nursing,1,3,130.0,1,3,3,1,1,130.0,0,0,0,0,0,0,28,0,0,5,9,1,12.0,1,0,4,10,0,0.0,4,10.8,1.4,1.74,Dropout
1,1,2,Nursing,1,1,135.0,1,37,1,7,7,132.8,1,0,0,1,0,1,18,0,0,8,12,7,11.72,0,0,8,12,7,11.72,0,12.7,3.7,-1.7,Graduate
1,39,1,Nursing,1,19,133.1,1,37,38,151,161,143.7,0,0,0,1,0,0,27,0,0,7,12,4,14.0,0,0,7,14,3,12.52,0,12.4,0.5,1.79,Enrolled
1,39,1,Biofuel Production Technologies,1,1,140.0,1,3,1,2,4,152.8,0,0,0,1,0,0,26,0,0,7,9,7,14.75,0,0,7,12,5,13.8,3,16.2,0.3,-0.92,Enrolled
1,1,2,Journalism and Communication,1,1,138.0,1,19,1,9,3,133.5,1,0,0,1,0,0,18,0,0,6,6,6,12.67,0,0,6,6,6,13.67,0,12.7,3.7,-1.7,Graduate
1,1,1,Journalism and Communication,1,1,150.0,1,5,5,2,2,146.2,0,0,0,1,0,0,18,0,0,5,12,4,13.0,2,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Dropout
1,1,2,Management,1,1,125.0,1,1,19,4,6,115.2,0,1,0,1,0,0,21,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
1,1,2,Communication Design,1,1,121.0,1,4,1,2,3,120.7,1,0,0,1,0,0,18,0,0,6,8,4,10.75,0,0,6,9,0,0.0,0,9.4,-0.8,-3.12,Enrolled
2,39,1,Social Service (evening attendance),0,1,120.0,1,34,34,99,99,101.8,0,0,0,0,0,0,32,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
1,39,2,Management (evening attendance),1,1,140.0,1,34,34,0,0,100.0,0,0,0,1,0,0,28,0,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,Graduate
1,39,1,Equiniculture,0,1,100.0,1,37,19,9,2,121.9,0,0,0,0,0,0,40,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
2,18,2,Social Service (evening attendance),0,1,140.0,1,37,37,9,10,120.4,0,0,1,0,0,0,39,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,9.4,-0.8,-3.12,Dropout
2,18,2,Social Service,1,1,140.0,1,37,37,9,10,120.4,0,0,1,0,0,0,39,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
2,39,1,Agronomy,1,1,120.0,1,37,19,9,4,148.8,0,0,0,1,0,0,50,0,0,6,7,6,12.5,0,0,6,15,5,12.4,0,8.9,1.4,3.51,Graduate
1,17,2,Basic Education,1,1,138.0,1,1,1,9,4,123.0,1,0,0,1,0,0,23,0,0,6,10,5,12.8,0,0,6,9,3,11.67,0,10.8,1.4,1.74,Dropout
4,39,1,Social Service (evening attendance),0,19,133.1,1,34,34,0,0,100.0,0,0,0,1,0,0,48,0,0,6,11,1,10.0,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout
1,17,2,Basic Education,1,1,118.0,1,37,37,9,9,112.1,1,0,0,1,0,0,23,0,0,6,11,4,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,Dropout
1,1,6,Nursing,1,1,135.0,1,37,1,5,5,126.8,1,0,0,1,0,1,18,0,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,Graduate
1,17,1,Journalism and Communication,1,1,130.0,1,3,19,2,9,115.9,0,0,0,1,0,0,18,0,0,5,14,2,12.0,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate
1,15,1,Social Service,1,1,150.0,26,3,37,2,8,132.5,1,0,0,0,0,0,20,1,0,6,9,5,13.0,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate
1,18,3,Veterinary Nursing,1,1,149.0,103,1,1,9,9,132.2,1,0,0,1,0,1,18,1,0,5,9,4,12.0,0,0,5,8,5,13.0,0,10.8,1.4,1.74,Graduate
1,1,1,Oral Hygiene,1,1,180.0,103,5,3,1,1,183.5,1,0,0,1,0,0,18,1,0,7,8,4,12.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,Dropout
1,43,1,Informatics Engineering,1,1,133.1,1,1,1,9,3,136.0,0,0,0,1,1,0,31,0,0,5,12,1,12.0,0,0,5,9,1,11.0,4,16.2,0.3,-0.92,Dropout
1,39,1,Informatics Engineering,1,19,133.1,1,19,19,5,3,100.9,1,0,0,1,1,0,24,0,0,5,9,1,12.0,0,0,5,6,3,10.5,0,10.8,1.4,1.74,Enrolled
1,39,1,Animation and Multimedia Design,1,1,145.0,1,3,1,2,10,114.5,1,0,0,1,1,0,24,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
1,39,1,Management,1,1,110.0,1,37,37,9,9,110.3,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
1,1,1,Journalism and Communication,1,1,154.0,1,3,3,2,2,137.2,1,0,1,1,1,0,18,0,0,6,11,5,13.62,0,0,6,9,4,11.75,0,16.2,0.3,-0.92,Dropout
1,17,1,Management,1,1,126.0,1,37,37,4,7,116.9,0,0,0,1,1,1,19,0,0,5,12,3,11.67,0,0,5,10,3,11.67,0,12.7,3.7,-1.7,Enrolled
1,17,1,Management (evening attendance),1,1,133.0,1,19,37,9,8,121.8,1,0,0,1,1,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
1,1,2,Nursing,1,1,145.0,1,4,2,2,3,127.3,1,0,0,1,1,0,18,0,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,Graduate
1,44,1,Communication Design,1,39,120.0,1,1,19,4,7,120.0,0,0,1,0,1,0,20,0,0,6,11,0,0.0,6,0,6,12,0,0.0,12,16.2,0.3,-0.92,Dropout
1,44,1,Animation and Multimedia Design,1,39,150.0,1,4,4,2,2,150.0,0,0,0,1,1,0,25,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate
1,43,1,Equiniculture,0,1,150.0,1,3,3,4,4,100.0,1,0,0,1,1,0,24,0,0,5,10,4,11.5,0,0,5,11,5,11.29,0,13.9,-0.3,0.79,Graduate
1,39,1,Informatics Engineering,1,1,150.0,1,3,3,4,4,150.0,1,0,0,1,1,0,27,0,0,5,10,1,14.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
1,17,1,Tourism,1,1,127.0,1,3,19,4,4,116.9,0,0,0,1,1,0,21,0,0,6,7,5,11.0,0,0,6,7,5,12.4,0,15.5,2.8,-4.06,Graduate
1,44,1,Agronomy,1,39,140.0,1,19,38,3,9,140.0,1,0,0,1,1,0,21,0,0,6,7,6,12.86,0,0,6,6,6,13.17,0,12.4,0.5,1.79,Graduate
1,18,3,Journalism and Communication,1,1,128.0,1,19,1,9,9,122.1,1,0,0,1,1,0,19,0,0,6,9,4,12.5,0,0,6,6,6,11.33,0,10.8,1.4,1.74,Dropout
1,39,1,Nursing,1,1,127.0,1,19,19,5,5,160.0,0,0,0,1,1,0,28,0,0,7,7,7,14.53,0,0,8,11,8,15.02,0,16.2,0.3,-0.92,Graduate
1,1,1,Management,1,1,117.0,1,19,19,5,7,118.4,0,0,0,1,1,0,20,0,0,5,8,5,10.0,0,0,5,10,2,12.0,0,7.6,2.6,0.32,Enrolled
1,44,1,Agronomy,1,39,150.0,1,1,19,4,10,150.0,0,0,0,1,1,1,21,0,0,6,8,6,13.0,0,0,6,10,6,12.62,0,15.5,2.8,-4.06,Graduate
1,1,1,Nursing,1,1,154.0,1,1,1,5,3,144.9,0,0,0,1,1,1,18,0,0,7,7,7,15.96,0,0,8,9,8,15.19,0,16.2,0.3,-0.92,Graduate
1,17,2,Informatics Engineering,1,1,127.0,1,19,1,9,10,121.1,1,0,0,1,1,1,18,0,0,5,6,5,13.2,0,0,5,8,5,12.6,0,8.9,1.4,3.51,Enrolled
1,1,2,Management,1,1,133.0,1,19,1,5,10,121.8,0,0,0,1,1,0,20,0,0,5,9,4,10.2,0,0,5,6,3,11.0,0,15.5,2.8,-4.06,Enrolled
1,39,1,Informatics Engineering,1,40,120.0,1,1,1,5,10,146.8,0,0,0,1,1,0,25,0,2,5,6,5,14.2,0,1,5,5,2,13.5,0,16.2,0.3,-0.92,Enrolled
1,1,1,Management (evening attendance),1,1,133.1,1,38,19,5,6,138.0,0,0,1,1,1,0,22,0,0,6,8,6,12.62,0,0,6,11,2,14.5,0,11.1,0.6,2.02,Enrolled
1,1,1,Nursing,1,1,149.0,1,37,37,9,9,138.0,0,0,0,1,1,0,18,0,0,8,11,6,13.5,1,0,8,11,6,13.5,1,9.4,-0.8,-3.12,Enrolled
1,17,2,Management,1,1,125.0,1,19,38,9,7,116.3,1,0,0,1,1,0,19,0,0,5,8,5,13.25,0,0,5,8,5,11.0,0,13.9,-0.3,0.79,Graduate
1,1,5,Informatics Engineering,1,1,126.0,1,12,19,4,5,122.5,1,0,0,1,1,0,19,0,0,5,12,3,12.0,0,0,5,10,3,12.0,0,12.4,0.5,1.79,Dropout
1,39,1,Journalism and Communication,1,19,133.1,1,19,1,7,9,115.0,1,0,1,0,1,0,25,0,0,6,10,4,13.0,0,0,6,9,4,13.75,0,12.7,3.7,-1.7,Dropout
1,43,1,Communication Design,1,1,115.0,1,12,12,1,10,115.0,0,0,1,1,1,0,21,0,5,11,12,9,11.78,0,3,8,11,3,13.67,0,15.5,2.8,-4.06,Dropout
1,17,3,Informatics Engineering,1,1,117.0,1,1,2,3,2,119.8,1,0,0,1,1,0,19,0,0,5,10,2,11.0,0,0,6,10,0,0.0,0,11.1,0.6,2.02,Dropout
1,17,2,Management,1,1,133.1,1,1,1,4,4,95.0,0,0,0,1,1,0,20,0,0,5,14,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
1,44,1,Agronomy,1,39,150.0,1,3,2,2,2,150.0,0,0,0,1,1,0,25,0,9,14,16,14,12.43,0,3,9,13,6,10.86,0,15.5,2.8,-4.06,Dropout
1,17,1,Management,1,1,130.0,1,19,1,7,4,117.8,1,0,0,1,1,0,20,0,0,5,8,3,11.0,0,0,5,11,3,12.0,0,10.8,1.4,1.74,Enrolled
1,1,1,Animation and Multimedia Design,1,1,161.0,1,37,37,9,9,144.2,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
1,44,1,Tourism,1,39,130.0,1,39,39,194,193,130.0,1,0,1,1,1,0,23,0,0,6,12,3,11.5,0,0,6,12,3,10.67,0,8.9,1.4,3.51,Enrolled
1,42,1,Nursing,1,1,111.0,1,1,3,9,10,128.2,1,0,0,1,1,0,23,0,0,8,8,8,12.51,0,0,8,8,8,12.51,0,9.4,-0.8,-3.12,Graduate
1,53,1,Agronomy,1,42,140.0,1,3,38,141,151,135.3,0,0,0,1,1,0,21,0,7,12,18,11,12.09,0,5,12,14,11,12.0,0,8.9,1.4,3.51,Graduate
1,1,1,Journalism and Communication,1,1,132.0,1,1,1,3,3,143.9,1,0,0,1,1,0,20,0,0,5,14,2,11.0,3,0,5,9,3,12.67,0,9.4,-0.8,-3.12,Enrolled
1,39,1,Equiniculture,0,1,139.0,1,1,1,4,10,140.7,0,0,0,1,1,0,25,0,0,5,13,1,10.0,0,0,5,8,2,11.33,0,12.4,0.5,1.79,Dropout
1,1,1,Journalism and Communication,1,1,132.0,1,19,38,9,9,130.4,1,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Graduate
1,1,6,Communication Design,1,6,119.0,1,1,1,9,9,123.2,1,0,0,1,1,0,22,0,0,6,6,6,14.17,0,0,6,8,6,13.62,0,10.8,1.4,1.74,Graduate
1,39,1,Management (evening attendance),1,1,133.1,1,19,19,3,9,118.0,0,0,0,1,1,0,27,0,0,6,7,6,14.0,0,0,6,7,6,14.71,0,8.9,1.4,3.51,Graduate
1,39,1,Agronomy,1,19,133.1,1,4,1,2,4,120.0,0,0,0,1,1,0,25,0,0,3,4,0,0.0,0,0,3,5,0,0.0,0,16.2,0.3,-0.92,Dropout
1,17,4,Informatics Engineering,1,1,129.0,1,34,36,0,5,118.9,1,0,0,1,1,0,18,0,0,5,9,3,11.67,0,0,5,10,3,11.33,4,7.6,2.6,0.32,Dropout
1,17,1,Veterinary Nursing,1,1,128.0,1,38,19,8,8,117.2,0,0,0,1,1,0,20,0,0,5,7,5,14.6,1,0,5,5,5,14.2,0,12.7,3.7,-1.7,Graduate
1,39,1,Agronomy,1,1,120.0,1,3,4,2,2,120.0,0,0,0,1,1,0,27,0,0,6,10,5,13.0,0,0,6,13,5,11.5,0,16.2,0.3,-0.92,Graduate
1,1,1,Social Service (evening attendance),0,1,130.0,1,1,1,9,9,118.1,0,0,0,1,1,0,20,0,0,6,7,6,12.17,0,0,6,9,6,12.0,0,7.6,2.6,0.32,Graduate
1,1,1,Management,1,1,130.0,1,38,37,9,9,124.8,1,0,0,1,1,0,22,0,0,5,9,0,0.0,0,0,5,5,1,12.0,0,7.6,2.6,0.32,Dropout
1,17,6,Informatics Engineering,1,1,111.0,1,19,3,5,10,106.5,1,0,0,1,1,0,19,0,0,5,10,3,10.5,0,0,5,11,3,10.8,0,12.4,0.5,1.79,Dropout
1,1,6,Management,1,1,121.0,1,3,19,4,5,116.8,0,0,0,1,1,0,20,0,0,5,14,3,12.4,0,0,5,8,5,10.83,0,13.9,-0.3,0.79,Enrolled
1,43,4,Animation and Multimedia Design,1,1,117.0,1,19,12,9,10,109.3,0,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
2,39,1,Veterinary Nursing,1,9,133.1,1,1,1,4,4,120.0,1,0,0,0,1,0,29,0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,Dropout
1,1,2,Nursing,1,1,149.0,1,3,1,9,9,137.5,0,0,0,1,1,0,19,0,0,8,8,7,13.83,0,0,8,8,7,13.83,0,12.7,3.7,-1.7,Graduate
1,39,2,Equiniculture,0,1,172.0,1,19,37,9,8,150.0,1,0,0,1,0,1,28,0,0,5,7,5,10.6,0,0,5,6,5,10.2,0,9.4,-0.8,-3.12,Enrolled
2,1,1,Social Service,1,1,134.0,1,37,37,5,5,120.4,0,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,11.67,0,7.6,2.6,0.32,Graduate
1,1,4,Communication Design,1,1,136.0,1,37,37,9,8,136.7,1,0,0,1,0,0,20,0,0,6,6,4,13.5,0,0,6,8,6,13.62,0,10.8,1.4,1.74,Graduate
1,39,1,Social Service (evening attendance),0,1,133.1,1,34,5,0,1,118.5,1,0,0,1,0,0,31,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
1,17,5,Nursing,1,1,141.0,1,12,1,5,5,133.0,1,0,0,1,0,0,18,0,0,7,8,7,12.54,0,0,8,9,7,12.61,0,13.9,-0.3,0.79,Graduate
1,17,1,Management (evening attendance),1,1,141.0,1,1,19,8,7,128.8,1,0,0,1,0,0,19,0,0,6,6,6,14.83,0,0,6,8,6,13.29,0,8.9,1.4,3.51,Enrolled
1,1,1,Management,1,1,148.0,1,37,38,9,8,133.0,1,0,0,1,0,0,18,0,0,5,10,4,12.0,0,0,5,9,4,12.8,0,13.9,-0.3,0.79,Graduate
1,17,1,Tourism,1,1,102.0,1,37,37,7,7,102.0,0,0,0,1,0,0,19,0,0,6,8,5,11.8,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Graduate
1,1,1,Management,1,1,143.0,1,1,19,3,3,133.9,0,0,0,1,0,1,18,0,0,5,5,5,15.0,0,0,5,5,5,15.2,0,12.7,3.7,-1.7,Graduate
1,17,1,Veterinary Nursing,1,1,120.0,1,38,19,90,90,127.0,0,0,0,1,0,0,19,0,0,5,7,3,12.0,0,0,5,7,5,13.2,0,7.6,2.6,0.32,Graduate
1,17,1,Journalism and Communication,1,1,121.0,1,38,38,9,8,120.4,1,0,0,1,0,1,18,0,0,6,6,6,12.83,0,0,6,7,6,12.29,0,15.5,2.8,-4.06,Graduate
1,1,3,Tourism,1,1,122.0,1,37,37,9,3,124.5,1,0,0,1,0,0,19,0,0,6,12,6,11.67,0,0,6,14,3,12.0,0,7.6,2.6,0.32,Graduate
1,1,4,Oral Hygiene,1,1,122.0,1,37,1,5,4,123.9,0,0,0,1,0,0,19,0,0,7,9,7,12.16,0,0,8,8,8,13.82,0,13.9,-0.3,0.79,Graduate
1,1,2,Management (evening attendance),1,1,123.0,1,19,1,9,3,117.8,1,0,0,1,0,0,18,0,0,6,6,6,13.83,0,0,6,11,6,14.56,0,10.8,1.4,1.74,Graduate
1,1,1,Nursing,1,1,133.0,1,3,19,2,8,126.7,0,0,0,1,0,0,19,0,0,7,12,4,12.45,0,0,7,11,5,11.7,0,16.2,0.3,-0.92,Enrolled
1,44,1,Management (evening attendance),1,39,110.0,1,37,1,9,4,110.0,0,0,0,1,0,1,20,0,2,6,9,6,12.12,0,2,6,7,6,13.57,0,11.1,0.6,2.02,Graduate
1,17,1,Management (evening attendance),1,1,155.0,1,1,19,4,8,134.7,1,0,0,1,0,0,20,0,0,6,8,5,13.4,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Enrolled
1,17,1,Agronomy,1,1,119.0,1,37,37,4,6,113.2,0,0,1,1,0,0,20,0,0,6,8,6,13.33,0,0,6,8,5,14.0,0,11.1,0.6,2.02,Enrolled
1,39,1,Equiniculture,0,3,120.0,1,37,37,9,9,141.0,0,0,0,1,0,0,29,0,10,15,15,11,11.45,0,9,13,16,11,11.55,0,10.8,1.4,1.74,Dropout
1,17,1,Basic Education,1,1,133.1,1,38,12,7,0,111.5,0,0,0,0,0,1,20,0,0,6,10,4,12.0,0,0,6,14,3,10.0,0,7.6,2.6,0.32,Dropout
4,39,1,Basic Education,1,1,143.0,1,37,1,9,10,140.0,0,0,1,0,0,0,31,0,0,7,8,6,12.67,0,0,7,9,5,12.6,0,8.9,1.4,3.51,Dropout
1,17,1,Management (evening attendance),1,1,149.0,1,19,37,7,4,134.3,0,1,0,1,0,0,20,0,0,6,7,6,12.67,0,0,6,9,6,13.78,0,10.8,1.4,1.74,Graduate
1,17,1,Agronomy,1,1,133.0,1,38,37,9,9,125.3,1,0,0,1,0,0,21,0,12,18,22,18,11.89,1,11,13,13,13,11.46,0,15.5,2.8,-4.06,Graduate
1,7,1,Journalism and Communication,1,3,140.0,1,19,38,9,9,140.0,1,0,0,1,0,0,23,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
1,17,5,Communication Design,1,1,122.0,1,19,38,5,7,119.6,0,0,1,0,0,0,21,0,0,6,6,4,13.0,0,0,6,8,4,11.6,0,10.8,1.4,1.74,Dropout
1,7,1,Nursing,1,40,170.0,1,1,1,9,4,170.0,0,0,0,1,0,0,24,0,4,7,7,7,16.89,0,3,8,9,8,15.74,0,16.2,0.3,-0.92,Graduate
1,39,1,Social Service (evening attendance),0,1,120.0,1,1,1,4,4,150.5,0,0,0,1,0,0,27,0,0,6,6,6,12.5,0,1,6,6,6,12.33,0,15.5,2.8,-4.06,Graduate
1,1,1,Nursing,1,1,143.0,1,1,37,3,8,128.0,0,0,0,1,0,1,18,0,0,7,9,7,13.06,0,0,8,8,8,15.81,0,13.9,-0.3,0.79,Graduate
1,1,3,Animation and Multimedia Design,1,1,115.0,1,9,1,6,6,108.7,1,0,0,0,0,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,17,1,Journalism and Communication,1,1,123.0,1,19,3,3,2,121.6,1,0,1,1,0,1,19,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,1,6,Nursing,1,1,131.0,1,38,19,7,7,125.3,1,0,0,1,0,1,19,0,0,8,8,7,12.36,0,0,8,8,7,12.36,0,10.8,1.4,1.74,Graduate
1,17,1,Veterinary Nursing,1,1,127.0,1,19,38,194,193,117.6,0,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
1,43,3,Nursing,1,1,126.0,1,38,37,6,5,124.3,1,0,0,1,0,1,18,0,0,7,8,5,11.98,0,0,7,8,5,11.98,0,7.6,2.6,0.32,Enrolled
1,1,2,Basic Education,1,1,112.0,1,37,37,191,182,106.1,1,0,1,1,0,1,20,0,0,7,7,7,13.86,0,0,7,8,7,12.57,0,8.9,1.4,3.51,Graduate
2,1,1,Social Service (evening attendance),0,1,150.0,1,1,37,4,7,139.9,1,0,0,1,0,0,24,0,0,6,9,5,13.0,0,0,6,6,6,14.17,0,9.4,-0.8,-3.12,Graduate
1,1,1,Communication Design,1,1,116.0,1,1,1,1,1,110.8,1,0,0,1,0,0,20,0,0,6,6,6,12.83,0,0,6,10,6,11.17,0,12.4,0.5,1.79,Graduate
1,17,3,Management,1,1,118.0,1,1,19,5,7,118.0,0,0,0,1,0,0,20,0,0,5,11,4,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,Enrolled
1,1,1,Nursing,1,1,130.0,1,19,37,9,9,117.8,1,0,0,1,0,1,19,0,0,8,8,7,12.36,0,0,8,8,7,12.36,0,12.7,3.7,-1.7,Graduate
1,1,6,Nursing,1,1,144.0,1,1,37,9,9,127.5,1,0,0,1,0,1,18,0,0,8,8,7,13.86,0,0,8,8,7,13.86,0,12.7,3.7,-1.7,Graduate
1,17,2,Social Service,1,3,105.0,1,37,37,7,8,129.7,1,0,0,1,0,1,20,0,0,6,6,6,12.33,0,0,6,6,6,10.67,0,9.4,-0.8,-3.12,Graduate
1,17,1,Nursing,1,1,143.0,1,37,37,9,8,130.6,1,0,0,1,0,0,20,0,0,7,8,7,12.85,0,0,8,10,8,13.79,0,16.2,0.3,-0.92,Graduate
1,17,2,Nursing,1,1,137.0,1,19,37,4,7,126.3,1,0,0,1,0,1,19,0,0,7,9,6,12.34,0,0,8,9,8,13.02,0,11.1,0.6,2.02,Graduate
1,44,1,Veterinary Nursing,1,39,140.0,1,3,1,2,3,140.0,1,0,0,1,0,0,19,0,0,6,10,5,12.67,0,0,6,19,4,11.75,0,12.4,0.5,1.79,Enrolled
1,1,1,Journalism and Communication,1,1,133.1,1,3,19,4,5,105.0,1,0,0,1,0,0,20,0,0,6,6,6,13.83,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate
1,17,2,Management,1,1,116.0,1,1,38,4,3,114.6,1,0,0,1,0,0,19,0,0,5,15,2,10.75,0,0,5,11,2,10.0,0,13.9,-0.3,0.79,Dropout
1,17,5,Basic Education,1,1,117.0,1,38,38,9,7,114.6,1,0,0,1,0,0,19,0,0,6,11,4,13.25,0,0,6,10,4,10.25,0,9.4,-0.8,-3.12,Dropout
1,17,1,Nursing,1,1,137.0,1,38,37,7,5,131.0,1,0,0,1,0,1,18,0,0,8,8,8,13.73,0,0,8,8,8,13.73,0,9.4,-0.8,-3.12,Graduate
1,17,4,Communication Design,1,1,116.0,1,38,37,9,9,109.0,0,0,0,1,0,1,23,0,0,6,6,6,13.33,0,0,6,8,3,12.67,0,11.1,0.6,2.02,Dropout
1,1,1,Basic Education,1,1,133.1,1,19,19,9,8,132.0,1,0,0,1,0,0,21,0,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,Dropout
1,44,1,Social Service (evening attendance),0,39,130.0,1,37,38,6,6,130.0,1,0,0,1,0,0,23,0,5,9,10,9,10.89,0,3,8,10,6,11.33,0,11.1,0.6,2.02,Graduate
1,1,3,Nursing,1,1,106.0,1,19,37,9,7,109.5,1,0,0,1,0,0,19,0,0,7,8,7,13.02,0,0,8,9,8,13.81,0,13.9,-0.3,0.79,Graduate
1,17,2,Journalism and Communication,1,1,125.0,1,1,38,5,6,115.9,1,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,14.17,0,12.4,0.5,1.79,Graduate
1,1,1,Journalism and Communication,1,1,134.0,1,19,37,9,9,131.6,1,1,0,1,0,0,19,0,0,6,10,5,11.8,0,0,6,10,5,12.0,0,10.8,1.4,1.74,Graduate
1,39,1,Nursing,1,1,133.1,1,19,37,9,9,120.0,0,0,0,1,0,1,25,0,0,8,8,7,12.04,0,0,8,8,7,12.04,0,12.7,3.7,-1.7,Graduate
1,1,2,Basic Education,1,1,117.0,1,1,38,4,9,109.7,1,0,0,1,0,0,19,0,0,6,9,5,12.2,0,0,6,10,4,13.0,0,9.4,-0.8,-3.12,Enrolled
1,1,1,Nursing,1,1,136.0,1,1,19,5,7,136.4,0,0,0,1,0,1,19,0,0,7,8,7,12.84,0,0,8,8,8,15.5,0,13.9,-0.3,0.79,Graduate
1,39,1,Oral Hygiene,1,1,120.0,1,38,38,191,193,120.0,0,0,1,1,0,1,24,0,0,7,13,7,11.0,0,0,8,13,7,11.7,0,12.7,3.7,-1.7,Graduate
